type,duration,gross,country,budget,year
Residential,171,54222000.0,USA,69500000.0,1989
Residential,136,52474616.0,USA,70000000.0,2010
Residential,92,55942830.0,USA,70000000.0,2014
Residential,116,40932372.0,USA,70000000.0,1998
Residential,127,38345403.0,UK,70000000.0,2007
Residential,136,37901509.0,USA,70000000.0,1997
Residential,111,48430355.0,USA,70000000.0,2011
Residential,116,30157016.0,USA,70000000.0,2002
Residential,113,28031250.0,UK,60000000.0,2005
Residential,97,33105600.0,USA,70000000.0,2002
Residential,88,62321039.0,USA,70000000.0,2012
Residential,136,38509342.0,USA,75000000.0,2012
Residential,125,19076815.0,USA,60000000.0,2002
Residential,116,25093607.0,UK,35000000.0,2011
Residential,98,18990542.0,USA,70000000.0,2002
Residential,91,14294842.0,USA,70000000.0,2002
Residential,97,19819494.0,USA,70000000.0,1998
Residential,95,13596911.0,USA,70000000.0,2001
Residential,88,8460990.0,USA,70000000.0,2013
Residential,133,7097125.0,USA,70000000.0,2015
Residential,106,37760080.0,USA,70000000.0,2004
Residential,116,5851188.0,UK,70000000.0,2006
Residential,115,25121291.0,USA,50000000.0,2013
Residential,99,18821279.0,USA,70000000.0,2014
Residential,124,118471320.0,USA,68000000.0,2002
Residential,124,300523113.0,USA,68000000.0,2010
Residential,124,71069884.0,USA,68000000.0,2001
Residential,87,251501645.0,USA,69000000.0,2010
Residential,105,35324232.0,USA,68000000.0,1995
Residential,125,81257500.0,USA,68000000.0,2015
Residential,141,617840.0,Spain,70000000.0,2009
Residential,121,29655590.0,USA,65000000.0,1999
Residential,111,45045037.0,USA,36000000.0,2011
Residential,157,28965197.0,USA,68000000.0,1999
Residential,128,39380442.0,USA,70000000.0,2008
Residential,105,37516013.0,USA,69000000.0,2012
Residential,113,87704396.0,USA,66000000.0,1999
Residential,121,83892374.0,USA,66000000.0,1998
Residential,102,5932060.0,UK,35000000.0,2007
Residential,169,216119491.0,USA,70000000.0,1998
Residential,132,43568507.0,USA,66000000.0,2014
Residential,127,182805123.0,USA,70000000.0,2000
Residential,103,176387405.0,USA,59000000.0,2002
Residential,136,33685268.0,USA,68000000.0,2003
Residential,150,182204440.0,USA,65000000.0,2012
Residential,136,171383253.0,USA,63000000.0,1999
Residential,140,172071312.0,USA,62000000.0,1995
Residential,113,119412921.0,USA,65000000.0,1990
Residential,104,139225854.0,USA,60000000.0,2002
Residential,158,148775460.0,USA,61000000.0,2012
Residential,119,115731542.0,USA,65000000.0,1998
Residential,106,100468793.0,USA,65000000.0,2008
Residential,136,93771072.0,USA,65000000.0,1998
Residential,95,100448498.0,USA,65000000.0,2010
Residential,137,115603980.0,USA,65000000.0,2014
Industrial,130,90454043.0,USA,65000000.0,2000
Residential,124,84049211.0,USA,70000000.0,1993
Residential,108,70450000.0,USA,50000000.0,1996
Residential,104,69688384.0,USA,60000000.0,2000
Residential,129,70236496.0,USA,63000000.0,2006
Residential,117,63695760.0,USA,65000000.0,2003
Residential,99,59617068.0,USA,65000000.0,2012
Residential,159,55637680.0,UK,65000000.0,1999
Residential,118,85911262.0,USA,65000000.0,2014
Residential,105,53846915.0,USA,50100000.0,2015
Residential,103,54758461.0,USA,65000000.0,2012
Residential,122,52397389.0,USA,65000000.0,2004
Residential,143,38966057.0,France,65000000.0,1998
Residential,96,42345531.0,Germany,65000000.0,2012
Residential,111,36064910.0,USA,45000000.0,2008
Residential,121,33328051.0,USA,65000000.0,1996
Residential,135,32598931.0,USA,65000000.0,2000
Residential,101,28045540.0,USA,65000000.0,2005
Residential,151,37023395.0,USA,63000000.0,1999
Residential,131,43532294.0,USA,65000000.0,2006
Residential,100,17218080.0,USA,70000000.0,1991
Residential,105,10014234.0,France,65000000.0,2000
Residential,92,19059018.0,Australia,65000000.0,2014
Residential,130,1987287.0,UK,50000000.0,2005
Residential,100,24407944.0,Canada,43000000.0,2005
Industrial,102,13750556.0,USA,65000000.0,2014
Residential,133,31054924.0,USA,64000000.0,1999
Residential,121,43247140.0,UK,55000000.0,2015
Residential,147,2208939.0,Germany,50000000.0,2006
Residential,94,213079163.0,USA,63000000.0,2002
Residential,94,19548064.0,Hong Kong,65000000.0,2009
Residential,127,356784000.0,USA,63000000.0,1993
Residential,212,25052000.0,USA,63000000.0,1994
Residential,141,122012710.0,USA,62000000.0,1994
Residential,103,72413.0,China,65000000.0,2015
Residential,98,58255287.0,USA,64000000.0,2006
Residential,116,77086030.0,France,62000000.0,2000
Residential,114,65000000.0,USA,62000000.0,1995
Residential,87,32178777.0,USA,62000000.0,2008
Residential,125,15738632.0,USA,42000000.0,2001
Residential,187,54116191.0,USA,44000000.0,2015
Residential,93,118153533.0,USA,61000000.0,2007
Residential,95,108012170.0,USA,63000000.0,2011
Residential,117,210592590.0,USA,65000000.0,2006
Residential,106,279167575.0,USA,80000000.0,2004
Residential,115,143151473.0,USA,60000000.0,2008
Residential,189,136801374.0,USA,60000000.0,1999
Residential,81,135381507.0,USA,150000000.0,2005
Residential,149,167735396.0,USA,61000000.0,2014
Residential,119,121468960.0,USA,60000000.0,2002
Residential,130,106635996.0,UK,58000000.0,1995
Residential,116,102678089.0,USA,95000000.0,1999
Residential,103,125603360.0,USA,60000000.0,1998
Residential,99,101217900.0,USA,70000000.0,1998
Residential,92,104148781.0,USA,60000000.0,2003
Residential,109,75573300.0,USA,61000000.0,2013
Residential,87,93375151.0,USA,60000000.0,2001
Residential,111,106126012.0,USA,60000000.0,2003
Residential,101,93307796.0,USA,60000000.0,2002
Residential,83,90646554.0,USA,105000000.0,1998
Residential,113,109176215.0,USA,60000000.0,2009
Residential,107,82670733.0,USA,60000000.0,1990
Residential,94,82569532.0,USA,60000000.0,2005
Residential,132,81687587.0,USA,61000000.0,2015
Residential,140,80574010.0,USA,60000000.0,2010
Residential,125,75764085.0,USA,60000000.0,2000
Residential,111,90356857.0,USA,58000000.0,2010
Residential,156,75530832.0,USA,55000000.0,1999
Residential,170,75370763.0,USA,60000000.0,1998
Residential,120,100003492.0,USA,65000000.0,2004
Residential,100,90341670.0,USA,60000000.0,2002
Residential,115,74540762.0,USA,55000000.0,2004
Residential,130,80033643.0,USA,60000000.0,2012
Residential,105,73648142.0,USA,60000000.0,1999
Residential,111,71844424.0,USA,60000000.0,2009
Residential,106,75638743.0,USA,60000000.0,2011
Residential,89,66734992.0,USA,60000000.0,2003
Industrial,100,75280058.0,USA,60000000.0,2009
Residential,91,64505912.0,USA,48000000.0,2008
Residential,146,77862546.0,USA,70000000.0,2004
Residential,98,61112916.0,USA,50000000.0,2006
Residential,101,88200225.0,USA,60000000.0,2004
Residential,94,60573641.0,USA,60000000.0,1996
Residential,132,59035104.0,USA,66000000.0,2004
Residential,115,56702901.0,USA,60000000.0,1998
Residential,92,55994557.0,USA,60000000.0,2012
Residential,124,54910560.0,USA,60000000.0,1997
Residential,119,53789313.0,USA,60000000.0,2003
Residential,124,51045801.0,USA,60000000.0,1996
Residential,93,50818750.0,UK,60000000.0,2008
Residential,98,50189179.0,USA,60000000.0,2002
Residential,92,50024083.0,USA,60000000.0,1995
Residential,105,50549107.0,USA,60000000.0,2014
Residential,124,56443482.0,USA,60000000.0,2015
Residential,99,62401264.0,UK,60000000.0,2016
Residential,116,47748610.0,USA,75000000.0,1997
Residential,124,46975183.0,USA,61000000.0,2007
Residential,96,50807639.0,USA,60000000.0,2014
Residential,104,46611204.0,USA,48000000.0,1998
Residential,100,257756197.0,Australia,60000000.0,2014
Residential,115,48472213.0,USA,45000000.0,2005
Residential,101,43060566.0,USA,60000000.0,2002
Residential,113,45996718.0,USA,60000000.0,2013
Residential,100,43337279.0,USA,60000000.0,2009
Residential,134,37479778.0,USA,60000000.0,2009
Residential,125,40559930.0,USA,60000000.0,2009
Residential,94,36830057.0,USA,65000000.0,1999
Residential,107,36279230.0,USA,60000000.0,2006
Residential,91,42194060.0,Spain,70000000.0,2009
Residential,116,43119879.0,USA,60000000.0,2002
Residential,100,35096190.0,USA,60000000.0,2003
Residential,117,43290977.0,UK,80000000.0,2010
Residential,110,33927476.0,UK,40000000.0,1997
Residential,96,32122249.0,USA,60000000.0,2002
Residential,101,40076438.0,USA,60000000.0,2008
Residential,111,32940507.0,USA,60000000.0,1998
Residential,117,31670931.0,UK,60000000.0,2009
Residential,126,30695227.0,USA,60000000.0,2000
Residential,152,32522352.0,USA,60000000.0,2000
Residential,101,26082914.0,USA,87000000.0,2005
Residential,87,29136626.0,USA,60000000.0,2011
Residential,85,26288320.0,USA,60000000.0,2003
Residential,130,26616590.0,UK,60000000.0,1997
Residential,173,623279547.0,USA,220000000.0,2012
Residential,104,30063805.0,USA,60000000.0,2002
Residential,121,22518325.0,Germany,50000000.0,2006
Industrial,140,13082288.0,UK,60000000.0,2006
Residential,131,18208078.0,USA,60000000.0,2001
Residential,91,14218868.0,USA,65000000.0,2000
Residential,118,22451.0,USA,60000000.0,2014
Residential,130,31165421.0,USA,60000000.0,2013
Residential,90,11802056.0,USA,60000000.0,2008
Residential,103,25472967.0,USA,30000000.0,2005
Residential,122,22362500.0,USA,55000000.0,1999
Residential,106,17281832.0,Germany,60000000.0,2008
Residential,103,19781879.0,USA,60000000.0,2008
Residential,107,7605668.0,UK,60000000.0,2015
Residential,156,4535117.0,Germany,60000000.0,2007
Residential,127,4426297.0,USA,35000000.0,2003
Industrial,132,10166502.0,USA,80000000.0,2005
Residential,108,363024263.0,USA,58000000.0,2016
Residential,114,12065985.0,USA,60000000.0,1998
Residential,133,350123553.0,USA,58800000.0,2014
Residential,103,80021740.0,USA,58000000.0,2015
Residential,95,48291624.0,USA,58000000.0,2005
Residential,90,35231365.0,USA,60000000.0,2000
Residential,87,53715611.0,USA,63000000.0,1988
Residential,114,31199215.0,USA,58000000.0,2008
Residential,103,29580087.0,USA,58000000.0,2009
Residential,125,44665963.0,USA,58000000.0,2013
Residential,97,60128566.0,Germany,60000000.0,2010
Residential,125,49875589.0,USA,58000000.0,2012
Residential,136,60984028.0,USA,57000000.0,1997
Residential,116,36931089.0,USA,70000000.0,2012
Residential,103,51317350.0,USA,57000000.0,1996
Residential,97,28328132.0,USA,58000000.0,2004
Residential,96,51774002.0,USA,57000000.0,2011
Residential,131,25528495.0,UK,57000000.0,2001
Residential,95,113006880.0,Canada,56000000.0,2005
Residential,86,45860039.0,USA,56000000.0,2004
Industrial,142,329691196.0,USA,55000000.0,1994
Residential,92,217326336.0,USA,60000000.0,2007
Residential,108,166225040.0,USA,55000000.0,2000
Residential,84,141600000.0,USA,55000000.0,1995
Residential,188,134218018.0,USA,55000000.0,1978
Residential,95,128769345.0,USA,54000000.0,1996
Residential,118,177575142.0,USA,70000000.0,2005
Residential,92,105263257.0,USA,55000000.0,1997
Residential,74,104354205.0,USA,55000000.0,2003
Residential,134,107100855.0,USA,55000000.0,2013
Residential,101,98711404.0,USA,55000000.0,2010
Residential,100,100328194.0,USA,50000000.0,1995
Residential,132,101530738.0,USA,55000000.0,2014
Residential,105,93815117.0,USA,55000000.0,2002
Residential,123,91400000.0,USA,53000000.0,1995
Residential,117,162586036.0,USA,55000000.0,2006
Residential,98,89706988.0,USA,55000000.0,2005
Residential,128,83000000.0,USA,55000000.0,1994
Residential,114,78745923.0,Germany,55000000.0,1998
Industrial,111,70098138.0,USA,30000000.0,2003
Residential,85,66365290.0,USA,55000000.0,1999
Industrial,137,66207920.0,USA,30000000.0,2004
Residential,97,63408614.0,USA,55000000.0,1989
Residential,104,58422650.0,USA,55000000.0,1992
Residential,110,56932305.0,USA,55000000.0,2000
Residential,133,68750000.0,USA,55000000.0,1996
Residential,94,68218041.0,USA,55000000.0,2011
Residential,104,25040293.0,USA,55000000.0,2008
Residential,91,55747724.0,USA,55000000.0,2013
Residential,145,55473600.0,USA,50000000.0,1992
Residential,135,49994804.0,USA,55000000.0,1996
Residential,122,41609593.0,UK,55000000.0,1998
Residential,110,38553833.0,USA,55000000.0,1996
Residential,95,76137505.0,UK,55000000.0,2014
Residential,102,34350553.0,USA,68000000.0,2012
Residential,94,34238611.0,USA,55000000.0,2003
Residential,126,34098563.0,USA,55000000.0,1999
Residential,118,33828318.0,USA,55000000.0,2003
Residential,99,33472850.0,USA,55000000.0,2008
Residential,88,31051126.0,UK,55000000.0,2012
Residential,141,35707327.0,USA,55000000.0,2008
Residential,107,20550712.0,USA,50000000.0,1996
Residential,116,18573791.0,USA,55000000.0,1996
Industrial,143,51225796.0,UK,70000000.0,2004
Residential,114,16264475.0,UK,55000000.0,2007
Residential,93,25857987.0,USA,62000000.0,2005
Residential,280,12870569.0,USA,56000000.0,2003
Residential,100,11466088.0,USA,71000000.0,1997
Residential,107,16088610.0,USA,55000000.0,2009
Residential,119,51178893.0,USA,50000000.0,2014
Residential,95,6768055.0,UK,57000000.0,2004
Residential,119,39440655.0,USA,55000000.0,2010
Residential,133,6167817.0,France,47000000.0,2004
Residential,117,81645152.0,USA,54000000.0,2002
Residential,123,69951824.0,USA,55000000.0,2008
Residential,92,9483821.0,USA,55000000.0,2012
Residential,170,66676062.0,USA,54000000.0,1990
Residential,123,26838389.0,USA,57000000.0,2005
Residential,110,75604320.0,USA,54000000.0,2006
Residential,116,108200000.0,USA,54000000.0,1980
Residential,121,5660084.0,USA,54000000.0,2003
Industrial,128,7221458.0,Germany,55000000.0,2006
Residential,99,70327868.0,Germany,46000000.0,2000
Residential,94,58297830.0,USA,50000000.0,1997
Industrial,127,57386369.0,USA,52500000.0,2001
Residential,89,45207112.0,USA,53000000.0,2001
Residential,123,62563543.0,USA,53000000.0,2015
Residential,135,33574332.0,USA,90000000.0,2006
Residential,118,73343413.0,USA,50000000.0,2009
Residential,189,25031037.0,USA,53000000.0,2007
Residential,172,22843047.0,USA,55000000.0,1998
Residential,124,5755286.0,USA,55000000.0,2007
Residential,141,164435221.0,USA,52000000.0,2002
Residential,157,95720716.0,USA,40000000.0,2012
Residential,106,118683135.0,USA,52000000.0,2006
Residential,108,143704210.0,USA,52000000.0,2008
Residential,125,110476776.0,USA,52000000.0,2010
Residential,107,80270227.0,USA,50000000.0,2005
Residential,215,36385763.0,USA,52000000.0,1998
Residential,118,37035845.0,USA,52000000.0,2011
Residential,118,34580635.0,UK,52000000.0,1999
Residential,178,42438300.0,USA,52000000.0,1995
Residential,92,23324666.0,France,52000000.0,2010
Residential,104,23020488.0,USA,52000000.0,2003
Residential,116,90567722.0,USA,51000000.0,2000
Residential,90,72601713.0,Germany,51000000.0,2006
Residential,130,296623634.0,USA,50000000.0,2009
Residential,90,267652016.0,USA,60000000.0,2001
Residential,106,62453315.0,USA,50200000.0,2011
Residential,155,165500000.0,USA,48000000.0,1991
Residential,139,153620822.0,USA,50000000.0,1996
Residential,112,218628680.0,USA,50000000.0,2012
Residential,139,147637474.0,USA,50000000.0,1997
Residential,115,135014968.0,USA,50000000.0,1998
Residential,143,2175312.0,USA,50000000.0,2013
Residential,96,126203320.0,USA,50000000.0,2002
Residential,112,126975169.0,USA,50000000.0,2011
Residential,131,125548685.0,USA,52000000.0,2000
Residential,116,105807520.0,USA,50000000.0,2003
Residential,112,191616238.0,USA,50000000.0,2014
Residential,123,105264608.0,USA,60000000.0,1994
Residential,104,97680195.0,USA,70000000.0,2008
Residential,107,126088877.0,USA,50000000.0,2016
Residential,124,91030827.0,USA,50000000.0,1998
Residential,96,150315155.0,USA,50000000.0,2015
Residential,125,127997349.0,USA,50000000.0,2014
Residential,129,88504640.0,USA,45000000.0,2006
Residential,90,81517441.0,USA,50000000.0,1999
Residential,109,81022333.0,USA,50000000.0,1995
Residential,121,79948113.0,USA,50000000.0,2009
Residential,95,88658172.0,USA,50000000.0,2006
Residential,118,84244877.0,USA,50000000.0,2011
Residential,80,75367693.0,USA,35000000.0,2004
Residential,99,73701902.0,USA,60000000.0,2004
Residential,133,75605492.0,USA,50000000.0,2011
Residential,127,67823573.0,USA,50000000.0,1995
Residential,106,91439400.0,UK,50000000.0,2014
Residential,98,67128202.0,USA,65000000.0,2009
Residential,132,70496802.0,USA,54000000.0,2005
Residential,114,60470220.0,USA,50000000.0,2003
Residential,78,58336565.0,USA,50000000.0,2006
Residential,101,66002004.0,USA,50000000.0,2005
Residential,113,54997476.0,USA,50000000.0,2001
Residential,98,55682070.0,Germany,50000000.0,2013
Residential,124,52752475.0,USA,50000000.0,2002
Residential,109,55092830.0,USA,60000000.0,2011
Residential,128,50815288.0,USA,50000000.0,2005
Residential,144,52822418.0,USA,50000000.0,2016
Residential,95,50150619.0,USA,50000000.0,2014
Residential,105,48745150.0,USA,50000000.0,2006
Residential,121,50007168.0,USA,50000000.0,1997
Residential,125,48154732.0,USA,50000000.0,1997
Residential,129,48265581.0,USA,50000000.0,1997
Residential,132,46982632.0,Canada,50000000.0,2006
Residential,118,44737059.0,USA,50000000.0,2000
Residential,113,56724080.0,USA,50000000.0,2012
Residential,140,44484065.0,Germany,50000000.0,1998
Residential,89,47553512.0,USA,50000000.0,2014
Residential,104,42610000.0,USA,55000000.0,1994
Residential,106,41482207.0,USA,50000000.0,1990
Residential,141,47105085.0,USA,50000000.0,2014
Residential,124,41256277.0,USA,50000000.0,1997
Residential,98,50740078.0,Germany,45000000.0,2004
Residential,108,40203020.0,UK,40000000.0,2004
Residential,114,40905277.0,USA,50000000.0,2003
Residential,101,38590500.0,USA,50000000.0,1994
Residential,93,39177541.0,USA,50000000.0,2005
Residential,119,39778599.0,USA,50000000.0,2000
